School,City,Region,Applied,Admitted,Enrolled
BYRAM HILLS HIGH SCHOOL,Armonk,NY,14.0,5.0,0.0
BYRNE CREEK SECONDARY SCHOOL,nan,nan,0.0,0.0,0.0
BYRON COLLEGE,nan,nan,0.0,0.0,0.0
BYRON HIGH SCHOOL,Byron,MN,0.0,0.0,0.0
BYRON NELSON HIGH SCHOOL,Roanoke,TX,16.0,10.0,0.0
BYRON P STEELE II HIGH SCHOOL,Cibolo,TX,0.0,0.0,0.0
C C WINN HIGH SCHOOL,Eagle Pass,TX,0.0,0.0,0.0
C D HYLTON SENIOR HIGH SCHOOL,Woodbridge,VA,0.0,0.0,0.0
C E BYRD HIGH SCHOOL,Shreveport,LA,0.0,0.0,0.0
C E KING HIGH SCHOOL,Houston,TX,0.0,0.0,0.0
C F BREWER HIGH SCHOOL,Fort Worth,TX,0.0,0.0,0.0
C K MCCLATCHY HIGH SCHOOL,Sacramento,Sacramento,110.0,72.0,37.0
C LEON KING HIGH SCHOOL,Tampa,FL,0.0,0.0,0.0
C MILTON WRIGHT HIGH SCHOOL,Bel Air,MD,5.0,0.0,0.0
CA CONNECTION ACADEMY CENTRAL COAST,San Juan Capistrano,Orange,0.0,0.0,0.0
CA CONNECTIONS ACADEMY CAPISTRANO,San Juan Capistrano,Orange,88.0,63.0,35.0
CA ONLINE PUBLIC SCH CENTRAL VALLEY,Ripon,San Joaquin,0.0,0.0,0.0
CA SCH ARTS SAN GABRIEL VALLEY,Duarte,Los Angeles,133.0,102.0,45.0
CAB CALLOWAY SCH OF THE ARTS,Wilmington,DE,0.0,0.0,0.0
CABARRUS EARLY COLLEGE OF TECH,Concord,NC,0.0,0.0,0.0
CABOT HIGH SCHOOL,Cabot,AR,0.0,0.0,0.0
CABRILLO HIGH SCHOOL,Lompoc,Santa Barbara,58.0,25.0,15.0
CABRILLO POINT ACADEMY,El Cajon,San Diego,10.0,6.0,5.0
CABRINI HIGH SCHOOL,New Orleans,LA,0.0,0.0,0.0
CACHE HIGH SCHOOL,Cache,OK,0.0,0.0,0.0
CACTUS HIGH SCHOOL,Glendale,AZ,0.0,0.0,0.0
CACTUS SHADOWS HIGH SCHOOL,Cave Creek,AZ,11.0,6.0,0.0
CADDO MILLS HIGH SCHOOL,Caddo Mills,TX,0.0,0.0,0.0
CADDO PARISH MAGNET HS,Shreveport,LA,6.0,4.0,0.0
CAESAR RODNEY HIGH SCHOOL,Camden,DE,6.0,3.0,0.0
CAIRO AMERICAN COLLEGE,nan,nan,18.0,11.0,0.0
CAIRO HIGH SCHOOL,Cairo,GA,0.0,0.0,0.0
CAJON HIGH SCHOOL,San Bernardino,San Bernardino,173.0,129.0,54.0
CAL BURKE HIGH SCHOOL,Panorama City,Los Angeles,0.0,0.0,0.0
CALABASAS HIGH SCHOOL,Calabasas,Los Angeles,198.0,137.0,56.0
CALALLEN HIGH SCHOOL,Corpus Christi,TX,0.0,0.0,0.0
CALAVERAS HIGH SCHOOL,San Andreas,Calaveras,21.0,15.0,8.0
CALAVERAS UNIFIED ALT-SIERRA H,San Andreas,Calaveras,0.0,0.0,0.0
CALCUTTA INTERNATIONAL SCHOOL,nan,nan,6.0,3.0,0.0
CALDERA HIGH SCHOOL,Bend,OR,0.0,0.0,0.0
CALDWELL ACADEMY,Greensboro,NC,0.0,0.0,0.0
CALDWELL SENIOR HIGH SCHOOL,Caldwell,ID,0.0,0.0,0.0
CALEDONIA HIGH SCHOOL,Caledonia,MI,0.0,0.0,0.0
CALEDONIA MIDDLE/HIGH SCHOOL,Caledonia,MN,0.0,0.0,0.0
CALERA HIGH SCHOOL,Calera,AL,0.0,0.0,0.0
CALERO HIGH SCHOOL,San Jose,Santa Clara,5.0,0.0,0.0
CALEXICO HIGH SCHOOL,Calexico,Imperial,93.0,64.0,29.0
CALEXICO MISSION ACADEMY,Calexico,Imperial,6.0,5.0,3.0
CALHOUN HIGH SCHOOL,Calhoun,GA,0.0,0.0,0.0
CALHOUN HIGH SCHOOL,Port Lavaca,TX,0.0,0.0,0.0
CALHOUN SCHOOL THE,New York,NY,6.0,0.0,0.0
CALIFORNIA ACAD MATH & SCIENCE,Carson,Los Angeles,140.0,98.0,50.0
CALIFORNIA ACAD SPORTS SCI FRS,Ontario,San Bernardino,0.0,0.0,0.0
CALIFORNIA CITY HIGH SCHOOL,California City,Kern,20.0,17.0,9.0
CALIFORNIA CNCTS MONTEREY BAY,Ripon,San Joaquin,11.0,9.0,4.0
CALIFORNIA CONNECTIONS ACD RPN,Ripon,San Joaquin,22.0,16.0,4.0
CALIFORNIA CONNECTNS ACD N BAY,Ripon,San Joaquin,0.0,0.0,0.0
CALIFORNIA CROSSPOINT HIGH SCHOOL,Hayward,Alameda,51.0,42.0,23.0
CALIFORNIA HIGH SCHOOL,San Ramon,Contra Costa,394.0,305.0,163.0
CALIFORNIA HIGH SCHOOL,Whittier,Los Angeles,152.0,97.0,29.0
CALIFORNIA LUTHERAN HIGH SCHL,Wildomar,Riverside,7.0,5.0,0.0
CALIFORNIA MILITARY INSTITUTE,Perris,Riverside,36.0,27.0,15.0
CALIFORNIA PACIFIC CHARTER LA,Newport Beach,Orange,5.0,3.0,0.0
CALIFORNIA PACIFIC CHARTR SAN DIEG,Costa Mesa,Orange,0.0,0.0,0.0
CALIFORNIA PACIFIC CHTR SONOMA,Guerneville,Sonoma,0.0,0.0,0.0
CALIFORNIA PREPARATORY ACADEMY,San Juan Capistrano,Orange,7.0,6.0,5.0
CALIFORNIA UNIVERSITY PREP SCH,Rowland Heights,Los Angeles,0.0,0.0,0.0
CALIFORNIA VIRTUAL ACAD FRESNO,Simi Valley,Ventura,0.0,0.0,0.0
CALIFORNIA VIRTUAL ACAD SAN DIEGO,Simi Valley,Ventura,11.0,7.0,5.0
CALIFORNIA VIRTUAL ACAD SAN MATEO,Simi Valley,Ventura,8.0,6.0,0.0
CALIFORNIA VIRTUAL ACAD SUTTER,Simi Valley,Ventura,10.0,7.0,5.0
CALIFORNIA VIRTUAL ACADEMY LA,Simi Valley,Ventura,42.0,23.0,8.0
CALIFORNIA VIRTUAL ACDM SONOMA,Simi Valley,Ventura,5.0,3.0,0.0
CALIFORNIA VIRTUAL ACDMY KINGS,Simi Valley,Ventura,0.0,0.0,0.0
CALIFORNIA VIRTUAL AT MARICOPA,Simi Valley,Ventura,0.0,0.0,0.0
CALIFORNIA VIRTUAL-SAN JOAQUIN,Simi Valley,Ventura,13.0,8.0,5.0
CALIPATRIA HIGH SCHOOL,Calipatria,Imperial,10.0,9.0,3.0
CALISTOGA HIGH SCHOOL,Calistoga,Napa,29.0,22.0,5.0
CALVARY BAPTIST SCHOOLS,La Verne,Los Angeles,5.0,4.0,0.0
CALVARY CHAPEL CHRISTIAN SCHL,Aiea,HI,0.0,0.0,0.0
CALVARY CHAPEL CHRISTIAN SCHOOL,Downey,Los Angeles,6.0,3.0,0.0
CALVARY CHAPEL GRN VLLY CHRSTN,Henderson,NV,0.0,0.0,0.0
CALVARY CHAPEL HIGH SCHOOL,Santa Ana,Orange,29.0,16.0,8.0
CALVARY CHRISTIAN ACADEMY,Fort Lauderdale,FL,0.0,0.0,0.0
CALVARY CHRISTIAN ACADEMY,San Jose,Santa Clara,0.0,0.0,0.0
CALVARY MURRIETA CHRISTIAN ACADEMY,Murrieta,Riverside,0.0,0.0,0.0
CALVARY PREPARATORY ACADEMY,San Marcos,San Diego,0.0,0.0,0.0
CALVARY ROAD BAPTIST ACADEMY,Monrovia,Los Angeles,0.0,0.0,0.0
CALVERT HALL COLLEGE HIGH SCHOOL,Baltimore,MD,0.0,0.0,0.0
CALVERTON SCHOOL,Huntingtown,MD,0.0,0.0,0.0
CALVIN CHRISTIAN HIGH SCHOOL,Escondido,San Diego,0.0,0.0,0.0
CALVIN COOLIDGE HIGH SCHOOL,Washington,DC,0.0,0.0,0.0
CALVINE HIGH SCHOOL,Sacramento,Sacramento,0.0,0.0,0.0
CAMAS CONNECT ACADEMY,Camas,WA,0.0,0.0,0.0
CAMAS HIGH SCHOOL,Camas,WA,46.0,29.0,4.0
CAMBERWELL GRAMMAR SCHOOL,nan,nan,0.0,0.0,0.0
CAMBODIA,nan,nan,0.0,0.0,0.0
CAMBRIAN ACADEMY,San Jose,Santa Clara,6.0,6.0,4.0
CAMBRIDGE COURT WORLD SCHOOL,nan,nan,0.0,0.0,0.0
CAMBRIDGE HIGH SCHOOL,Alpharetta,GA,9.0,3.0,0.0
CAMBRIDGE HIGH SCHOOL,nan,nan,0.0,0.0,0.0
CAMBRIDGE HIGH SCHOOL,nan,nan,0.0,0.0,0.0
CAMBRIDGE INTERNATIONAL SCHOOL,nan,nan,0.0,0.0,0.0
CAMBRIDGE INTERNATIONAL SCHOOL,nan,nan,12.0,6.0,3.0
CAMBRIDGE RINDGE AND LATIN SCH,Cambridge,MA,35.0,24.0,6.0
CAMBRIDGE SCHOOL OF DALLAS,Dallas,TX,0.0,0.0,0.0
CAMBRIDGE SCHOOL OF WESTON,Weston,MA,12.0,6.0,0.0
CAMBRIDGE SCHOOL,San Diego,San Diego,13.0,11.0,7.0
CAMBRIDGE VIRTUAL ACADEMY,Anaheim,Orange,5.0,3.0,0.0
CAMDEN CATHOLIC HIGH SCHOOL,Cherry Hill,NJ,0.0,0.0,0.0
CAMDEN COUNTY HIGH SCHOOL,Kingsland,GA,0.0,0.0,0.0
CAMDEN HIGH SCHOOL,Camden,SC,0.0,0.0,0.0
CAMDEN HILLS REGIONAL HS,Rockport,ME,5.0,5.0,3.0
CAMDEN MILITARY ACADEMY,Camden,SC,0.0,0.0,0.0
CAMELBACK HIGH SCHOOL,Phoenix,AZ,0.0,0.0,0.0
CAMERON HEIGHTS COLL INST,nan,nan,0.0,0.0,0.0
CAMFORD ROYAL SCHOOL,nan,nan,72.0,56.0,24.0
CAMINO NUEVO HIGH SCHOOL DALZE,Los Angeles,Los Angeles,45.0,32.0,14.0
CAMPBELL COUNTY HIGH SCHOOL,Alexandria,KY,0.0,0.0,0.0
CAMPBELL COUNTY HIGH SCHOOL,Gillette,WY,0.0,0.0,0.0
CAMPBELL HALL,Studio City,Los Angeles,74.0,47.0,10.0
CAMPBELL HIGH SCHOOL,Smyrna,GA,12.0,6.0,0.0
CAMPBELL HIGH SCHOOL,Litchfield,NH,0.0,0.0,0.0
CAMPION SCHOOL,nan,nan,6.0,5.0,0.0
CAMPO VERDE HIGH SCHOOL,Gilbert,AZ,5.0,0.0,0.0
CAMPOLINDO HIGH SCHOOL,Moraga,Contra Costa,202.0,152.0,65.0
CAMPUS HIGH SCHOOL,Wichita,KS,0.0,0.0,0.0
CANADA INTERNATIONAL COLLEGE,nan,nan,0.0,0.0,0.0
CANADA ROYAL ARTS HIGH SCHOOL,nan,nan,0.0,0.0,0.0
CANADA'S NATIONAL BALLET SCHOOL,nan,nan,0.0,0.0,0.0
CANADIAN ACADEMY,nan,nan,10.0,7.0,0.0
CANADIAN INTERNATIONAL BEIJING,nan,nan,0.0,0.0,0.0
CANADIAN INTERNATIONAL SC HFEI,nan,nan,0.0,0.0,0.0
CANADIAN INTERNATIONAL SCHOOL,nan,nan,13.0,7.0,0.0
CANADIAN INTERNATIONAL SCHOOL,nan,nan,0.0,0.0,0.0
CANADIAN INTL SCH HONG KONG,nan,nan,31.0,22.0,3.0
CANADIAN INTRNTL SCH OF SINGAPORE,nan,nan,16.0,12.0,0.0
CANADIAN INTRNTL SCHL-VIETNAM,nan,nan,0.0,0.0,0.0
CANADIAN SCHOOL OF FLORENCE,nan,nan,0.0,0.0,0.0
CANAL WINCHESTER HIGH SCHOOL,Canal Winchester,OH,0.0,0.0,0.0
CANBERRA GRAMMAR SCHOOL,nan,nan,0.0,0.0,0.0
CANBY HIGH SCHOOL,Canby,OR,0.0,0.0,0.0
CANDOR INTERNATIONAL SCHOOL,nan,nan,15.0,11.0,0.0
CANGGU COMMUNITY SCHOOL,nan,nan,0.0,0.0,0.0
CANISIUS HIGH SCHOOL,Buffalo,NY,0.0,0.0,0.0
CANKAYA BAHCESEHIR COLLEGE 50T,nan,nan,0.0,0.0,0.0
CANNON SCHOOL,Concord,NC,0.0,0.0,0.0
CANOGA PARK HIGH SCHOOL,Canoga Park,Los Angeles,69.0,41.0,13.0
CANON-MCMILLAN HIGH SCHOOL,Canonsburg,PA,0.0,0.0,0.0
CANTERBURY SCHOOL OF FLORIDA,Saint Petersburg,FL,0.0,0.0,0.0
CANTERBURY SCHOOL,Fort Myers,FL,0.0,0.0,0.0
CANTERBURY SCHOOL,Fort Wayne,IN,5.0,4.0,0.0
CANTERBURY SCHOOL,New Milford,CT,14.0,10.0,0.0
CANTON HIGH SCHOOL,Canton,IL,0.0,0.0,0.0
CANTON HIGH SCHOOL,Canton,MA,0.0,0.0,0.0
CANTON HIGH SCHOOL,Canton,MI,10.0,4.0,0.0
CANTON HIGH SCHOOL,Collinsville,CT,0.0,0.0,0.0
CANTWELL/SACRED HEART MARY HS,Montebello,Los Angeles,36.0,22.0,12.0
CANUTILLO HIGH SCHOOL,El Paso,TX,0.0,0.0,0.0
CANYON CREST ACADEMY,San Diego,San Diego,438.0,332.0,121.0
CANYON DEL ORO HIGH SCHOOL,Oro Valley,AZ,7.0,5.0,0.0
CANYON HIGH SCHOOL,New Braunfels,TX,0.0,0.0,0.0
CANYON HIGH SCHOOL,Anaheim,Orange,239.0,163.0,90.0
CANYON HIGH SCHOOL,Canyon Country,Los Angeles,89.0,63.0,33.0
CANYON HILLS HIGH SCHOOL,San Diego,San Diego,104.0,70.0,36.0
CANYON RIDGE HIGH SCHOOL,Twin Falls,ID,0.0,0.0,0.0
CANYON SPRINGS HIGH SCHOOL,North Las Vegas,NV,5.0,0.0,0.0
CANYON SPRINGS HIGH SCHOOL,Moreno Valley,Riverside,163.0,109.0,48.0
CANYON VIEW HIGH SCHOOL,Waddell,AZ,7.0,3.0,0.0
CANYON VIEW HIGH SCHOOL,Cedar City,UT,0.0,0.0,0.0
CAPE CENTRAL HIGH SCHOOL,Cape Girardeau,MO,0.0,0.0,0.0
CAPE COD ACADEMY,Osterville,MA,6.0,5.0,0.0
CAPE ELIZABETH HIGH SCHOOL,Cape Elizabeth,ME,5.0,4.0,0.0
CAPE FEAR ACADEMY,Wilmington,NC,0.0,0.0,0.0
CAPE HENRY COLLEGIATE,Virginia Beach,VA,0.0,0.0,0.0
CAPISTRANO VALLEY CHRSTN SCH,San Juan Capistrano,Orange,10.0,7.0,3.0
CAPISTRANO VALLEY HIGH SCHOOL,Mission Viejo,Orange,157.0,95.0,55.0
CAPITAL HIGH SCHOOL,Boise,ID,8.0,8.0,0.0
CAPITAL HIGH SCHOOL,Helena,MT,0.0,0.0,0.0
CAPITAL HIGH SCHOOL,Santa Fe,NM,0.0,0.0,0.0
CAPITAL HIGH SCHOOL,Olympia,WA,8.0,6.0,0.0
CAPROCK ACADEMY,Grand Junction,CO,0.0,0.0,0.0
CAPTAIN JOHN L CHAPIN HS,El Paso,TX,0.0,0.0,0.0
CAPUCHINO HIGH SCHOOL,San Bruno,San Mateo,95.0,63.0,30.0
CARAVEL ACADEMY,Bear,DE,0.0,0.0,0.0
CARBONDALE AREA JUNIOR-SENIOR,Carbondale,PA,0.0,0.0,0.0
CARBONDALE COMMUNITY HS,Carbondale,IL,0.0,0.0,0.0
CARDIFF SIXTH FORM COLLEGE,nan,nan,0.0,0.0,0.0
CARDINAL CARTER CATHOLIC HS,nan,nan,0.0,0.0,0.0
CARDINAL CARTER CATHOLIC HS,nan,nan,0.0,0.0,0.0
CARDINAL GIBBONS HIGH SCHOOL,Fort Lauderdale,FL,0.0,0.0,0.0
CARDINAL GIBBONS HIGH SCHOOL,Raleigh,NC,9.0,3.0,0.0
CARDINAL MOONEY HIGH SCHOOL,Sarasota,FL,0.0,0.0,0.0
CARDINAL NEWMAN HIGH SCHOOL,West Palm Beach,FL,0.0,0.0,0.0
CARDINAL NEWMAN HIGH SCHOOL,Columbia,SC,0.0,0.0,0.0
CARDINAL NEWMAN HIGH SCHOOL,Santa Rosa,Sonoma,60.0,40.0,18.0
CARDINAL O'HARA HIGH SCHOOL,Springfield,PA,0.0,0.0,0.0
CARDINAL RITTER HIGH SCHOOL,Indianapolis,IN,0.0,0.0,0.0
CARDINAL SPELLMAN HIGH SCHOOL,Bronx,NY,0.0,0.0,0.0
CAREER ACADEMY AT ANTHIS,Fort Wayne,IN,0.0,0.0,0.0
CAREER TECHNICAL EDUCATION CHR,Fresno,Fresno,0.0,0.0,0.0
CARIBBEAN INTERNATIONAL SCHOOL,nan,nan,0.0,0.0,0.0
CARIBBEAN PREPARATORY SCHOOL,San Juan,PR,0.0,0.0,0.0
CARIBBEAN SCHOOL,Ponce,PR,0.0,0.0,0.0
CARIBBEAN UNION-QUEENS COLLEGE,nan,nan,0.0,0.0,0.0
CARL HAYDEN HIGH SCHOOL,Phoenix,AZ,0.0,0.0,0.0
CARL JUNCTION R-I HIGH SCHOOL,Carl Junction,MO,0.0,0.0,0.0
CARL SANDBURG HIGH SCHOOL,Orland Park,IL,8.0,0.0,0.0
CARL WUNSCHE SR HS,Spring,TX,0.0,0.0,0.0
CARLINVILLE HIGH SCHOOL,Carlinville,IL,0.0,0.0,0.0
CARLISLE HIGH SCHOOL,Carlisle,IA,0.0,0.0,0.0
CARLISLE HIGH SCHOOL,Henderson,TX,0.0,0.0,0.0
CARLMONT HIGH SCHOOL,Belmont,San Mateo,367.0,281.0,134.0
CARLSBAD HIGH SCHOOL,Carlsbad,NM,0.0,0.0,0.0
CARLSBAD HIGH SCHOOL,Carlsbad,San Diego,170.0,102.0,45.0
CARLSBAD SEASIDE ACADEMY,Carlsbad,San Diego,0.0,0.0,0.0
CARLSON HOME/HOSPITAL SCHOOL,North Hollywood,Los Angeles,0.0,0.0,0.0
CARLUCCI AMERICAN INTL LISBON,nan,nan,0.0,0.0,0.0
CARMAN-AINSWORTH HIGH SCHOOL,Flint,MI,0.0,0.0,0.0
CARMEL CATHOLIC HIGH SCHOOL,Mundelein,IL,7.0,3.0,0.0
CARMEL CONVENT SCHOOL CHANDIGA,nan,nan,0.0,0.0,0.0
CARMEL HIGH SCHOOL,Carmel,IN,69.0,41.0,3.0
CARMEL HIGH SCHOOL,Carmel,NY,5.0,0.0,0.0
CARMEL HIGH SCHOOL,Carmel,Monterey,61.0,37.0,14.0
CARMEL MONTESSORI ACADEMY,Warrenville,IL,0.0,0.0,0.0
CARNEGIE VANGUARD HIGH SCHOOL,Houston,TX,25.0,12.0,0.0
CAROL MARTIN GATTON ACADEMY,Bowling Green,KY,8.0,4.0,0.0
CAROL MORGAN SCHOOL,nan,nan,0.0,0.0,0.0
CAROLINA DAY SCHOOL,Asheville,NC,0.0,0.0,0.0
CAROLINA FRIENDS SCHOOL,Durham,NC,0.0,0.0,0.0
CARONDELET HIGH SCHOOL,Concord,Contra Costa,116.0,66.0,22.0
CARPINTERIA HIGH SCHOOL,Carpinteria,Santa Barbara,61.0,37.0,12.0
CARRBORO HIGH SCHOOL,Carrboro,NC,5.0,3.0,0.0
CARROLL HIGH SCHOOL,Ozark,AL,0.0,0.0,0.0
CARROLL HIGH SCHOOL,Dayton,OH,0.0,0.0,0.0
CARROLL SENIOR HIGH SCHOOL,Southlake,TX,77.0,37.0,7.0
CARROLLTON HIGH SCHOOL,Carrollton,GA,0.0,0.0,0.0
CARROLLTON SACRED HEART SCHOOL,Miami,FL,0.0,0.0,0.0
CARROLLWOOD DAY SCHOOL,Tampa,FL,5.0,3.0,0.0
CARSON GRAHAM SECONDARY SCHOOL,nan,nan,0.0,0.0,0.0
CARSON HIGH SCHOOL,Carson City,NV,0.0,0.0,0.0
CARSON HIGH SCHOOL,Carson,Los Angeles,74.0,48.0,17.0
CARTER G WOODSON ACADEMY,Lexington,KY,0.0,0.0,0.0
CARTER G WOODSON PUB CHARTER,Fresno,Fresno,0.0,0.0,0.0
CARTERET HIGH SCHOOL,Carteret,NJ,0.0,0.0,0.0
CARUTHERS HIGH SCHOOL,Caruthers,Fresno,40.0,35.0,15.0
CARY ACADEMY,Cary,NC,11.0,6.0,0.0
CARY HIGH SCHOOL,Cary,NC,0.0,0.0,0.0
CARY-GROVE COMMUNITY HS,Cary,IL,0.0,0.0,0.0
CASA GRANDE HIGH SCHOOL,Petaluma,Sonoma,95.0,64.0,30.0
CASA GRANDE UNION HIGH SCHOOL,Casa Grande,AZ,5.0,3.0,0.0
CASA ROBLE FUNDAMENTAL HS,Orangevale,Sacramento,33.0,25.0,8.0
CASABLANCA AMERICAN SCHOOL,nan,nan,6.0,0.0,0.0
CASADY SCHOOL,Oklahoma City,OK,5.0,0.0,0.0
CASCADE CHRISTIAN SCHOOLS,Puyallup,WA,0.0,0.0,0.0
CASCADE HIGH SCHOOL,Turner,OR,0.0,0.0,0.0
CASCADE HIGH SCHOOL,Leavenworth,WA,0.0,0.0,0.0
CASCADE SENIOR HIGH SCHOOL,Everett,WA,6.0,3.0,0.0
CASCADES ACADEMY,Bend,OR,0.0,0.0,0.0
CASCIA HALL PREPARATORY SCHOOL,Tulsa,OK,0.0,0.0,0.0
CASHMERE HIGH SCHOOL,Cashmere,WA,0.0,0.0,0.0
CASS HIGH SCHOOL,White,GA,0.0,0.0,0.0
CASS TECHNICAL HIGH SCHOOL,Detroit,MI,8.0,3.0,0.0
CAST TECH,San Antonio,TX,0.0,0.0,0.0
CASTAIC HIGH SCHOOL,Castaic,Los Angeles,52.0,34.0,20.0
CASTEEL HIGH SCHOOL,Queen Creek,AZ,11.0,6.0,0.0
CASTILLEJA SCHOOL,Palo Alto,Santa Clara,47.0,25.0,6.0
CASTLE PARK HIGH SCHOOL,Chula Vista,San Diego,61.0,46.0,19.0
CASTLE ROCK HIGH SCHOOL,Castle Rock,WA,0.0,0.0,0.0
CASTLE VIEW HIGH SCHOOL,Castle Rock,CO,9.0,0.0,0.0
CASTLEBERRY HIGH SCHOOL,River Oaks,TX,0.0,0.0,0.0
CASTLEMONT HIGH SCHOOL,Oakland,Alameda,19.0,17.0,6.0
CASTRO VALLEY HIGH SCHOOL,Castro Valley,Alameda,327.0,220.0,118.0
CATALINA FOOTHILLS HIGH SCHOOL,Tucson,AZ,30.0,19.0,0.0
CATALINA HIGH SCHOOL,Tucson,AZ,0.0,0.0,0.0
CATAWBA RIDGE HIGH SCHOOL,Fort Mill,SC,0.0,0.0,0.0
CATCH PREP CHARTER HIGH,Los Angeles,Los Angeles,14.0,12.0,6.0
CATE SCHOOL,Carpinteria,Santa Barbara,43.0,22.0,5.0
CATERHAM SCHOOL,nan,nan,0.0,0.0,0.0
CATHEDRAL AND JOHN CONNON SCHO,nan,nan,53.0,31.0,0.0
CATHEDRAL CATHOLIC H S,San Diego,San Diego,196.0,127.0,48.0
CATHEDRAL CITY HIGH SCHOOL,Cathedral City,Riverside,82.0,61.0,27.0
CATHEDRAL HIGH SCHOOL,Indianapolis,IN,7.0,0.0,0.0
CATHEDRAL HIGH SCHOOL,Saint Cloud,MN,0.0,0.0,0.0
CATHEDRAL HIGH SCHOOL,El Paso,TX,8.0,4.0,0.0
CATHEDRAL HIGH SCHOOL,Los Angeles,Los Angeles,93.0,47.0,15.0
CATHEDRAL PREPARATORY SCHOOL,Erie,PA,0.0,0.0,0.0
CATHOLIC CENTRAL HIGH SCHOOL,Grand Rapids,MI,0.0,0.0,0.0
CATHOLIC DAREN GIRLS HIGH SCHL,nan,nan,0.0,0.0,0.0
CATHOLIC HIGH SCHOOL OF BALTIMORE,Baltimore,MD,0.0,0.0,0.0
CATHOLIC HIGH SCHOOL,Baton Rouge,LA,0.0,0.0,0.0
CATHOLIC HIGH SCHOOL,Little Rock,AR,0.0,0.0,0.0
CATHOLIC MEMORIAL HIGH SCHOOL,West Roxbury,MA,6.0,4.0,0.0
CATHOLIC MEMORIAL HIGH SCHOOL,Waukesha,WI,0.0,0.0,0.0
CATLIN GABEL SCHOOL,Portland,OR,15.0,10.0,0.0
CATO MIDDLE COLLEGE HIGH SCHOO,Charlotte,NC,0.0,0.0,0.0
CATOCTIN HIGH SCHOOL,Thurmont,MD,0.0,0.0,0.0
CATONSVILLE HIGH SCHOOL,Baltimore,MD,0.0,0.0,0.0
CATS ACADEMY BOSTON,Braintree,MA,15.0,9.0,0.0
CATSKILL SENIOR HIGH SCHOOL,Catskill,NY,0.0,0.0,0.0
CAVE SPRING HIGH SCHOOL,Roanoke,VA,0.0,0.0,0.0
CAWTHRA PARK SECONDARY SCHOOL,nan,nan,0.0,0.0,0.0
CAYMAN INTERNATIONAL SCHOOL,nan,nan,5.0,0.0,0.0
CEAC COLLEGE PREPARATORY SCHL,Corona,Riverside,0.0,0.0,0.0
CEBU INTERNATIONAL SCHOOL,nan,nan,5.0,4.0,0.0
CEDAR CITY HIGH SCHOOL,Cedar City,UT,0.0,0.0,0.0
CEDAR COLLEGE,nan,nan,0.0,0.0,0.0
CEDAR CREEK HIGH SCHOOL,Cedar Creek,TX,0.0,0.0,0.0
CEDAR CREST HIGH SCHOOL,Lebanon,PA,0.0,0.0,0.0
CEDAR FALLS HIGH SCHOOL,Cedar Falls,IA,0.0,0.0,0.0
CEDAR GROVE HIGH SCHOOL,Cedar Grove,NJ,0.0,0.0,0.0
CEDAR HILL COLLEGIATE HIGH SCH,Cedar Hill,TX,0.0,0.0,0.0
CEDAR PARK CHRISTIAN SCHOOL,Bothell,WA,0.0,0.0,0.0
CEDAR PARK HIGH SCHOOL,Cedar Park,TX,13.0,8.0,0.0
CEDAR RIDGE HIGH SCHOOL,Hillsborough,NC,0.0,0.0,0.0
CEDAR RIDGE HIGH SCHOOL,Round Rock,TX,6.0,4.0,0.0
CEDAR SPRINGS HIGH SCHOOL,Cedar Springs,MI,0.0,0.0,0.0
CEDARBURG HIGH SCHOOL,Cedarburg,WI,0.0,0.0,0.0
CEDARCREST HIGH SCHOOL,Duvall,WA,21.0,12.0,5.0
CEDARTOWN HIGH SCHOOL,Cedartown,GA,0.0,0.0,0.0
CEIBA COLLEGE PREPARATORY ACAD,Watsonville,Santa Cruz,14.0,11.0,5.0
CELEBRATION HIGH SCHOOL,Celebration,FL,0.0,0.0,0.0
CELIA CRUZ BRONX HS OF MUSIC,Bronx,NY,0.0,0.0,0.0
CENTAURUS HIGH SCHOOL,Lafayette,CO,21.0,6.0,0.0
CENTENNIAL COLLEGIATE VOCA INS,nan,nan,0.0,0.0,0.0
CENTENNIAL COLLEGIATE,nan,nan,0.0,0.0,0.0
CENTENNIAL HIGH SCHOOL,Roswell,GA,0.0,0.0,0.0
CENTENNIAL HIGH SCHOOL,Boise,ID,0.0,0.0,0.0
CENTENNIAL HIGH SCHOOL,Champaign,IL,0.0,0.0,0.0
CENTENNIAL HIGH SCHOOL,Ellicott City,MD,32.0,12.0,0.0
CENTENNIAL HIGH SCHOOL,Circle Pines,MN,0.0,0.0,0.0
CENTENNIAL HIGH SCHOOL,Las Vegas,NV,7.0,3.0,0.0
CENTENNIAL HIGH SCHOOL,Peoria,AZ,6.0,5.0,3.0
CENTENNIAL HIGH SCHOOL,Las Cruces,NM,0.0,0.0,0.0
CENTENNIAL HIGH SCHOOL,Gresham,OR,0.0,0.0,0.0
CENTENNIAL HIGH SCHOOL,Franklin,TN,0.0,0.0,0.0
CENTENNIAL HIGH SCHOOL,Frisco,TX,80.0,35.0,8.0
CENTENNIAL HIGH SCHOOL,Bakersfield,Kern,65.0,46.0,22.0
CENTENNIAL HIGH SCHOOL,Compton,Los Angeles,60.0,38.0,15.0
CENTENNIAL HIGH SCHOOL,Corona,Riverside,198.0,168.0,106.0
CENTENNIAL HIGH SCHOOL,Pueblo,CO,0.0,0.0,0.0
CENTENNIAL SECONDARY SCHOOL,nan,nan,0.0,0.0,0.0
