School,City,Region,Applied,Admitted,Enrolled
JUNSHIN HIROO GAKUEN,nan,nan,9.0,7.0,4.0
JUPITER COMMUNITY SENIOR HS,Jupiter,FL,0.0,0.0,0.0
JURONG COUNTRY GARDEN SCHOOL,nan,nan,6.0,4.0,0.0
JURUPA HILLS HIGH SCHOOL,Fontana,San Bernardino,82.0,66.0,26.0
JURUPA VALLEY HIGH SCHOOL,Jurupa Valley,Riverside,63.0,51.0,25.0
JUSTICE HIGH SCHOOL,Falls Church,VA,10.0,5.0,0.0
JUSTIN GARZA HIGH SCHOOL,Fresno,Fresno,47.0,32.0,15.0
JUSTIN-SIENA HIGH SCHOOL,Napa,Napa,75.0,46.0,20.0
JVJ STEM ACADEMY SCHOOL NO ,Elizabeth,NJ,0.0,0.0,0.0
K INTERNATIONAL SCH TOKYO,nan,nan,14.0,11.0,0.0
K12 PRIVATE ACADEMY,Reston,VA,0.0,0.0,0.0
KADENA HIGH SCHOOL,nan,nan,6.0,5.0,3.0
KAGMAN HIGH SCHOOL,Saipan,MP,0.0,0.0,0.0
KAHUKU HIGH SCHOOL,Kahuku,HI,0.0,0.0,0.0
KAILUA HIGH SCHOOL,Kailua,HI,0.0,0.0,0.0
KAIMUKI CHRISTIAN SCHOOL,Honolulu,HI,0.0,0.0,0.0
KAIMUKI HIGH SCHOOL,Honolulu,HI,0.0,0.0,0.0
KAIS INTERNATIONAL SCHOOL,nan,nan,0.0,0.0,0.0
KAISEI JUNIOR SENIOR HIGH SCHO,nan,nan,0.0,0.0,0.0
KAISERSLAUTERN HIGH SCHOOL,nan,nan,5.0,0.0,0.0
KALAHEO HIGH SCHOOL,Kailua,HI,7.0,6.0,0.0
KALANI HIGH SCHOOL,Honolulu,HI,37.0,26.0,6.0
KALYANI SCHOOL,nan,nan,0.0,0.0,0.0
KAMBALA SCHOOL,nan,nan,5.0,0.0,0.0
KAMEHAMEHA SCHOOLS HAWAII,Keaau,HI,6.0,4.0,0.0
KAMEHAMEHA SCHOOLS MAUI,Makawao,HI,5.0,0.0,0.0
KAMEHAMEHA SCHOOLS: KAPALAMA C,Honolulu,HI,72.0,50.0,9.0
KAMIAK HIGH SCHOOL,Mukilteo,WA,56.0,35.0,3.0
KAMIAKIN HIGH SCHOOL,Kennewick,WA,7.0,3.0,0.0
KAMNOETVIDYA SCIENCE ACADEMY,nan,nan,0.0,0.0,0.0
KANELAND HIGH SCHOOL,Maple Park,IL,0.0,0.0,0.0
KANG CHIAO INTERNATIONAL SCHOO,nan,nan,144.0,114.0,34.0
KANG CHIAO INTL SCH LINKOU CMP,nan,nan,60.0,47.0,17.0
KANG CHIAO INTRNTNL SCH EAST C,nan,nan,42.0,33.0,6.0
KANSAS,nan,KS,0.0,0.0,0.0
KAOHSIUNG AMERICAN SCHOOL,nan,nan,29.0,19.0,0.0
KAPAA HIGH SCHOOL,Kapaa,HI,6.0,5.0,0.0
KAPOLEI HIGH SCHOOL,Kapolei,HI,13.0,8.0,4.0
KARACHI AMERICAN SCHOOL,nan,nan,23.0,13.0,5.0
KARACHI GRAMMAR SCHOOL,nan,nan,52.0,29.0,3.0
KASSON-MANTORVILLE HIGH SCHOOL,Kasson,MN,0.0,0.0,0.0
KATELLA HIGH SCHOOL,Anaheim,Orange,120.0,78.0,27.0
KATHMANDU INTL STUDY CENTRE,nan,nan,0.0,0.0,0.0
KATOH GAKUEN GYOSHU JR SR HS,nan,nan,0.0,0.0,0.0
KATY HIGH SCHOOL,Katy,TX,7.0,4.0,0.0
KAUAI HIGH SCHOOL,Lihue,HI,10.0,7.0,0.0
KAUST SCHOOL,nan,nan,0.0,0.0,0.0
KAZAKHSTAN,nan,nan,43.0,22.0,6.0
KC HIGH,nan,nan,8.0,5.0,0.0
KEAAU HIGH SCHOOL,Keaau,HI,0.0,0.0,0.0
KEALAKEHE HIGH SCHOOL,Kailua Kona,HI,15.0,12.0,3.0
KEARNY COLLEGE CONNECTIONS,San Diego,San Diego,29.0,24.0,13.0
KEARNY DIGITAL MEDIA & DESIGN,San Diego,San Diego,13.0,7.0,3.0
KEARNY ENG INNOV & DESIGN,San Diego,San Diego,20.0,11.0,6.0
KEARNY HIGH SCHOOL,Kearny,NJ,0.0,0.0,0.0
KEARNY SCH BIOMED SCIENCE TECH,San Diego,San Diego,29.0,26.0,10.0
KEARSARGE REGIONAL HIGH SCHOOL,North Sutton,NH,0.0,0.0,0.0
KECOUGHTAN HIGH SCHOOL,Hampton,VA,0.0,0.0,0.0
KEENE HIGH SCHOOL,Keene,NH,0.0,0.0,0.0
KEHILLAH JEWISH HIGH SCHOOL,Palo Alto,Santa Clara,33.0,26.0,8.0
KEITH COUNTRY DAY SCHOOL,Rockford,IL,0.0,0.0,0.0
KEITH MCCARTHY ACADEMY,Lake Elsinore,Riverside,0.0,0.0,0.0
KELLENBERG MEMORIAL HS,Uniondale,NY,5.0,3.0,0.0
KELLER HIGH SCHOOL,Keller,TX,17.0,11.0,0.0
KELLETT SCHOOL,nan,nan,12.0,8.0,0.0
KELLY WALSH HIGH SCHOOL,Casper,WY,0.0,0.0,0.0
KELSEYVILLE HIGH SCHOOL,Kelseyville,Lake,14.0,10.0,7.0
KELSO HIGH SCHOOL,Kelso,WA,0.0,0.0,0.0
KEMPSVILLE HIGH SCHOOL,Virginia Beach,VA,0.0,0.0,0.0
KENAI CENTRAL HIGH SCHOOL,Kenai,AK,0.0,0.0,0.0
KENMORE EAST SENIOR HS,Tonawanda,NY,0.0,0.0,0.0
KENNARD-DALE HIGH SCHOOL,Fawn Grove,PA,0.0,0.0,0.0
KENNEBUNK HIGH SCHOOL,Kennebunk,ME,0.0,0.0,0.0
KENNEDY HIGH SCHOOL,Bloomington,MN,0.0,0.0,0.0
KENNESAW MOUNTAIN HIGH SCHOOL,Kennesaw,GA,0.0,0.0,0.0
KENNETT HIGH SCHOOL,North Conway,NH,0.0,0.0,0.0
KENNETT HIGH SCHOOL,Kennett Square,PA,5.0,3.0,0.0
KENOWA HILLS HIGH SCHOOL,Grand Rapids,MI,0.0,0.0,0.0
KENSTON HIGH SCHOOL,Chagrin Falls,OH,0.0,0.0,0.0
KENT COUNTY HIGH SCHOOL,Worton,MD,0.0,0.0,0.0
KENT DENVER SCHOOL,Englewood,CO,36.0,26.0,0.0
KENT PLACE SCHOOL,Summit,NJ,13.0,11.0,0.0
KENT SCHOOL CANADA,nan,nan,5.0,4.0,0.0
KENT SCHOOL,Kent,CT,30.0,16.0,4.0
KENT-MERIDIAN HIGH SCHOOL,Kent,WA,0.0,0.0,0.0
KENTLAKE HIGH SCHOOL,Kent,WA,6.0,4.0,0.0
KENTON RIDGE HIGH SCHOOL,Springfield,OH,0.0,0.0,0.0
KENTRIDGE SENIOR HIGH SCHOOL,Kent,WA,23.0,14.0,0.0
KENTS HILL SCHOOL,Kents Hill,ME,0.0,0.0,0.0
KENTUCKY COUNTRY DAY SCHOOL,Louisville,KY,0.0,0.0,0.0
KENTWOOD SENIOR HIGH SCHOOL,Covington,WA,15.0,8.0,0.0
KENWOOD ACADEMY,Chicago,IL,10.0,5.0,0.0
KENWOOD HIGH SCHOOL,Baltimore,MD,0.0,0.0,0.0
KERMAN HIGH SCHOOL,Kerman,Fresno,40.0,34.0,14.0
KERMAN UNIFIED ONLINE SCHOOL,Kerman,Fresno,0.0,0.0,0.0
KERN VALLEY HIGH SCHOOL,Lake Isabella,Kern,0.0,0.0,0.0
KERR HIGH SCHOOL,Houston,TX,5.0,5.0,0.0
KETCHIKAN HIGH SCHOOL,Ketchikan,AK,0.0,0.0,0.0
KETTERING FAIRMONT HIGH SCHOOL,Kettering,OH,0.0,0.0,0.0
KETTLE MORAINE HIGH SCHOOL,Wales,WI,0.0,0.0,0.0
KEW FOREST SCHOOL,Forest Hills,NY,0.0,0.0,0.0
KEW HOUSE SCHOOL,nan,nan,0.0,0.0,0.0
KEY SCHOOL,Annapolis,MD,8.0,0.0,0.0
KEY WEST HIGH SCHOOL,Key West,FL,0.0,0.0,0.0
KEYS SCHOOL MANILA,nan,nan,0.0,0.0,0.0
KEYSTONE ACADEMY,nan,nan,76.0,61.0,14.0
KEYSTONE INTRNTL SCHL ISTANBUL,nan,nan,0.0,0.0,0.0
KEYSTONE NATIONAL HIGH SCHOOL,Bloomsburg,PA,0.0,0.0,0.0
KEYSTONE NATIONAL HIGH SCHOOL,Reston,VA,6.0,4.0,0.0
KEYSTONE NATIONAL HS,Miami,FL,0.0,0.0,0.0
KEYSTONE SCHOOL,San Antonio,TX,8.0,3.0,0.0
KFAR HAYAROK HIGH SCHOOL,nan,nan,0.0,0.0,0.0
KHAN LAB SCHOOL,Mountain View,Santa Clara,17.0,13.0,4.0
KHARISMA BANGSA,nan,nan,10.0,4.0,0.0
KIANGSU-CHEKIANG COLLEGE,nan,nan,0.0,0.0,0.0
KICKAPOO HIGH SCHOOL,Viola,WI,0.0,0.0,0.0
KIGALI INTERNATIONAL COMMUNITY,nan,nan,0.0,0.0,0.0
KIHEI CHARTER HIGH SCHOOL,Kihei,HI,16.0,11.0,0.0
KIIT INTERNATIONAL SCHOOL,nan,nan,0.0,0.0,0.0
KILLIAN HILL CHRISTIAN SCHOOL,Lilburn,GA,0.0,0.0,0.0
KILLINGTON MOUNTAIN SCHOOL,Killington,VT,0.0,0.0,0.0
KIMBALL UNION ACADEMY,Meriden,NH,20.0,17.0,3.0
KIMBERLY HIGH SCHOOL,Kimberly,WI,0.0,0.0,0.0
KINCOPPAL ROSE BAY SCH SACRED,nan,nan,0.0,0.0,0.0
KINDER HS PERFORM VISUAL ARTS,Houston,TX,23.0,9.0,0.0
KING CHAVEZ COMMUNITY HIGH SCH,San Diego,San Diego,17.0,15.0,10.0
KING CITY JOINT UNION HS,King City,Monterey,41.0,29.0,7.0
KING COLLEGE PREP,Chicago,IL,0.0,0.0,0.0
KING DREW MAGNET HS MED/SCI,Los Angeles,Los Angeles,180.0,146.0,59.0
KING EDWARDS SCHOOL WITLEY,nan,nan,0.0,0.0,0.0
KING FAISAL SCHOOL,nan,nan,22.0,10.0,0.0
KING GEORGE V SCHOOL,nan,nan,29.0,18.0,8.0
KING HENRY VIII COLLEGE,nan,nan,0.0,0.0,0.0
KING KEKAULIKE HIGH SCHOOL,Makawao,HI,9.0,7.0,0.0
KING KHALED INTERNATIONAL SCH,nan,nan,0.0,0.0,0.0
KING MONGKUTS INTRNTL DEMO SCH,nan,nan,0.0,0.0,0.0
KING PHILIP REGIONAL HS,Wrentham,MA,6.0,5.0,0.0
KING SCHOOL,Stamford,CT,9.0,4.0,0.0
KING'S COLLEGE,nan,nan,0.0,0.0,0.0
KINGDOM SCHOOLS,nan,nan,0.0,0.0,0.0
KINGLEE HIGH SCHOOL,nan,nan,7.0,7.0,0.0
KINGMAN ACADEMY OF LEARNING HS,Kingman,AZ,0.0,0.0,0.0
KINGS ACADEMY,West Palm Beach,FL,13.0,11.0,4.0
KINGS ACADEMY,Seymour,TN,0.0,0.0,0.0
KINGS ACADEMY,nan,nan,20.0,14.0,0.0
KINGS CANYON ONLINE,Dunlap,Fresno,0.0,0.0,0.0
KINGS CHRISTIAN COLLEGIATE,nan,nan,0.0,0.0,0.0
KINGS CHRISTIAN HIGH SCHOOL,Lemoore,Kings,0.0,0.0,0.0
KINGS CLASSICAL ACADEMY,Livermore,Alameda,0.0,0.0,0.0
KINGS COLL BRITISH SCH PANAMA,nan,nan,0.0,0.0,0.0
KINGS COLLEGE SCHOOL WIMBLEDON,nan,nan,0.0,0.0,0.0
KINGS COLLEGE,nan,nan,7.0,4.0,0.0
KINGS COLLEGE,nan,nan,0.0,0.0,0.0
KINGS FORK HIGH SCHOOL,Suffolk,VA,0.0,0.0,0.0
KINGS HIGH SCHOOL,Kings Mills,OH,0.0,0.0,0.0
KINGS HIGH SCHOOL,Seattle,WA,11.0,7.0,0.0
KINGS PARK HIGH SCHOOL,Kings Park,NY,0.0,0.0,0.0
KINGS RIDGE CHRISTIAN SCHOOL,Alpharetta,GA,0.0,0.0,0.0
KINGS SCHOOL AL BARSHA,nan,nan,5.0,5.0,0.0
KINGS SCHOOL,nan,nan,0.0,0.0,0.0
KINGS VALLEY ACADEMY II,Hanford,Kings,0.0,0.0,0.0
KINGS-EDGEHILL SCHOOL,nan,nan,0.0,0.0,0.0
KINGSBURG HIGH SCHOOL,Kingsburg,Fresno,21.0,13.0,7.0
KINGSBURY HIGH SCHOOL,Memphis,TN,0.0,0.0,0.0
KINGSTON HIGH SCHOOL,Kingston,NY,0.0,0.0,0.0
KINGSTON HIGH SCHOOL,Kingston,WA,0.0,0.0,0.0
KINGSWAY COLLEGE,nan,nan,0.0,0.0,0.0
KINGSWAY REGIONAL HIGH SCHOOL,Woolwich Townshp,NJ,0.0,0.0,0.0
KINGSWOOD-OXFORD SCHOOL,West Hartford,CT,6.0,5.0,0.0
KINGWOOD HIGH SCHOOL,Kingwood,TX,9.0,4.0,0.0
KINKAID SCHOOL,Houston,TX,21.0,7.0,0.0
KINNELON HIGH SCHOOL,Kinnelon,NJ,5.0,3.0,0.0
KINSTON HIGH SCHOOL,Kinston,NC,0.0,0.0,0.0
KIPP AUSTIN COLLEGIATE,Austin,TX,0.0,0.0,0.0
KIPP DENVER COLLEGIATE,Denver,CO,0.0,0.0,0.0
KIPP EAST END HIGH SCHOOL,Houston,TX,0.0,0.0,0.0
KIPP ESPERANZA HIGH SCHOOL,East Palo Alto,San Mateo,23.0,21.0,5.0
KIPP GENERATIONS HIGH SCHOOL,Houston,TX,0.0,0.0,0.0
KIPP HOUSTON HIGH SCHOOL,Houston,TX,0.0,0.0,0.0
KIPP KING COLLEGIATE HIGH SCH,San Lorenzo,Alameda,97.0,83.0,40.0
KIPP NAVIGATE COLLEGE PREP,San Jose,Santa Clara,33.0,27.0,5.0
KIPP NE DENVER LEADER ACAD,Denver,CO,0.0,0.0,0.0
KIPP NYC COLLEGE PREP,Bronx,NY,0.0,0.0,0.0
KIPP SAN FRANCISCO COLG PREP,San Francisco,San Francisco,39.0,37.0,13.0
KIPP SAN JOSE COLLEGIATE,San Jose,Santa Clara,93.0,78.0,29.0
KIRKWOOD HIGH SCHOOL,Saint Louis,MO,8.0,6.0,3.0
KIS INTERNATIONAL SCHOOL,nan,nan,0.0,0.0,0.0
KISKI SCHOOL THE,Saltsburg,PA,0.0,0.0,0.0
KITCHENER-WATERLOO COLL/VOC SC,nan,nan,0.0,0.0,0.0
KITSILANO SECONDARY SCHOOL,nan,nan,0.0,0.0,0.0
KITTATINNY REGIONAL HIGH SCH,Newton,NJ,0.0,0.0,0.0
KIU ACADEMY,nan,nan,0.0,0.0,0.0
KLAHOWYA SECONDARY SCHOOL,Silverdale,WA,0.0,0.0,0.0
KLAMATH UNION HIGH SCHOOL,Klamath Falls,OR,0.0,0.0,0.0
KLEIN CAIN HIGH SCHOOL,Houston,TX,10.0,4.0,0.0
KLEIN COLLINS HIGH SCHOOL,Spring,TX,6.0,0.0,0.0
KLEIN FOREST HIGH SCHOOL,Houston,TX,0.0,0.0,0.0
KLEIN HIGH SCHOOL,Klein,TX,0.0,0.0,0.0
KLEIN OAK HIGH SCHOOL,Spring,TX,9.0,5.0,0.0
KNOTT COUNTY CENTRAL HS,Hindman,KY,0.0,0.0,0.0
KNOWLEDGE-FIRST EMPOWER ACDMY,Houston,TX,54.0,47.0,7.0
KNOX SCHOOL,St James,NY,0.0,0.0,0.0
KODAIKANAL INTERNATIONAL SCH,nan,nan,9.0,8.0,0.0
KOHALA HIGH SCHOOL,Kapaau,HI,0.0,0.0,0.0
KOHLER SENIOR HIGH SCHOOL,Kohler,WI,0.0,0.0,0.0
KOINONIA ACADEMY,Plainfield,NJ,0.0,0.0,0.0
KOKOMO HIGH SCHOOL,Kokomo,IN,0.0,0.0,0.0
KOLBE ACADEMY,Napa,Napa,0.0,0.0,0.0
KOLEJ TUANKU JA'AFAR,nan,nan,14.0,9.0,4.0
KOLEJ YAYASAN UEM,nan,nan,84.0,19.0,6.0
KONAWAENA HIGH SCHOOL,Kealakekua,HI,6.0,0.0,0.0
KONOCTI EDUCATION CENTER SCHL,Clearlake,Lake,0.0,0.0,0.0
KOREA CHRISTIAN INTERNATIONAL,nan,nan,11.0,10.0,0.0
KOREA INTERNATIONAL SCHOOL - J,nan,nan,35.0,20.0,3.0
KOREA INTERNATIONAL SCHOOL,nan,nan,64.0,49.0,12.0
KOREA KENT FOREIGN SCHOOL,nan,nan,0.0,0.0,0.0
KOREA SCIENCE ACADEMY OF KAIST,nan,nan,0.0,0.0,0.0
KOREAN MINJOK LEADERSHIP ACADE,nan,nan,32.0,20.0,0.0
KOSOVO,nan,nan,0.0,0.0,0.0
KOTZEBUE HIGH SCHOOL,Kotzebue,AK,0.0,0.0,0.0
KOWLOON TRUE LIGHT MIDD,nan,nan,0.0,0.0,0.0
KRISTIN SCHOOL,nan,nan,14.0,9.0,0.0
KRUM HIGH SCHOOL,Krum,TX,0.0,0.0,0.0
KUBASAKI HIGH SCHOOL,nan,nan,10.0,4.0,0.0
KUMON LEYSIN ACAD SWITZERLAND,nan,nan,0.0,0.0,0.0
KUNA HIGH SCHOOL,Kuna,ID,0.0,0.0,0.0
KUNGSHOLMENS GYMNASIUM,nan,nan,0.0,0.0,0.0
KUNMING FOREIGN LANGUAGE SCHL,nan,nan,0.0,0.0,0.0
KUNMING INTERNATIONAL ACADEMY,nan,nan,0.0,0.0,0.0
KUNMING NO 1 HIGH SCH INTL DIV,nan,nan,0.0,0.0,0.0
KUWAIT BILINGUAL SCHOOL,nan,nan,0.0,0.0,0.0
KUWAIT ENGLISH SCHOOL,nan,nan,0.0,0.0,0.0
KWANGJU FOREIGN SCHOOL,nan,nan,0.0,0.0,0.0
KYIV INTERNATIONAL SCHOOL,nan,nan,0.0,0.0,0.0
KYRGYZSTAN,nan,nan,0.0,0.0,0.0
L AND N STEM ACADEMY,Knoxville,TN,0.0,0.0,0.0
L ANSE CREUSE HIGH SCHOOL,Harrison Township,MI,0.0,0.0,0.0
L C ANDERSON HIGH SCHOOL,Austin,TX,38.0,23.0,4.0
L V HIGHTOWER HIGH SCHOOL,Missouri City,TX,0.0,0.0,0.0
LA CANADA HIGH SCHOOL,La Canada,Los Angeles,228.0,158.0,51.0
LA CENTER ENRICHED STUDIES,Los Angeles,Los Angeles,130.0,103.0,43.0
LA CENTER HIGH SCHOOL,La Center,WA,0.0,0.0,0.0
LA CONNER HIGH SCHOOL,La Conner,WA,0.0,0.0,0.0
LA COSTA CANYON HIGH SCHOOL,Carlsbad,San Diego,165.0,98.0,51.0
LA CUEVA HIGH SCHOOL,Albuquerque,NM,21.0,10.0,0.0
LA ESCUELA DE LANCASTER AC,nan,nan,0.0,0.0,0.0
LA GRANDE HIGH SCHOOL,La Grande,OR,0.0,0.0,0.0
LA HABRA HIGH SCHOOL,La Habra,Orange,74.0,45.0,21.0
LA JOLLA COUNTRY DAY SCHOOL,La Jolla,San Diego,71.0,46.0,10.0
LA JOLLA HIGH,La Jolla,San Diego,203.0,133.0,61.0
LA JOYA COMMUNITY HIGH SCHOOL,Avondale,AZ,0.0,0.0,0.0
LA LUMIERE SCHOOL,La Porte,IN,0.0,0.0,0.0
LA MARTINIERE FOR BOYS,nan,nan,20.0,15.0,0.0
LA MARTINIERE FOR GIRLS,nan,nan,22.0,16.0,0.0
LA MIRADA HIGH SCHOOL,La Mirada,Los Angeles,79.0,49.0,29.0
LA PIETRA-HAWAII SCH FOR GIRLS,Honolulu,HI,0.0,0.0,0.0
LA PORTE HIGH SCHOOL,La Porte,TX,0.0,0.0,0.0
LA PUENTE HIGH SCHOOL,La Puente,Los Angeles,49.0,40.0,25.0
LA QUINTA HIGH SCHOOL,La Quinta,Riverside,132.0,101.0,49.0
LA QUINTA HIGH SCHOOL,Westminster,Orange,262.0,176.0,95.0
LA REINA HIGH SCHOOL,Thousand Oaks,Ventura,15.0,8.0,6.0
LA SALLE ACADEMY,Providence,RI,14.0,10.0,0.0
LA SALLE CATHOLIC COLLEGE PREP,Milwaukie,OR,11.0,5.0,0.0
LA SALLE COLLEGE HIGH SCHOOL,Wyndmoor,PA,0.0,0.0,0.0
LA SALLE COLLEGE,nan,nan,0.0,0.0,0.0
LA SALLE HIGH SCHOOL,Union Gap,WA,0.0,0.0,0.0
LA SALLE HIGH SCHOOL,Pasadena,Los Angeles,107.0,75.0,18.0
LA SALLE INSTITUTE,Troy,NY,0.0,0.0,0.0
LA SERNA HIGH SCHOOL,Whittier,Los Angeles,172.0,102.0,49.0
LA SIERRA ACADEMY,Riverside,Riverside,10.0,8.0,5.0
LA SIERRA HIGH SCHOOL,Riverside,Riverside,95.0,62.0,35.0
LA VILLA EARLY COLLEGE HIGH SC,La Villa,TX,0.0,0.0,0.0
LADUE HORTON WATKINS HS,Saint Louis,MO,26.0,16.0,0.0
LADYSMITH HIGH SCHOOL,Ladysmith,WI,0.0,0.0,0.0
LAFAYETTE HIGH SCHOOL,Lafayette,LA,0.0,0.0,0.0
LAFAYETTE HIGH SCHOOL,Oxford,MS,0.0,0.0,0.0
LAFAYETTE HIGH SCHOOL,Ballwin,MO,11.0,7.0,0.0
LAFAYETTE HIGH SCHOOL,Williamsburg,VA,0.0,0.0,0.0
LAFAYETTE SENIOR HIGH SCHOOL,Lexington,KY,5.0,3.0,0.0
LAGRANGE HIGH SCHOOL,Lagrange,GA,0.0,0.0,0.0
LAGUNA BEACH HIGH SCHOOL,Laguna Beach,Orange,122.0,69.0,27.0
LAGUNA BLANCA SCHOOL,Santa Barbara,Santa Barbara,28.0,18.0,6.0
LAGUNA CREEK HIGH SCHOOL,Elk Grove,Sacramento,130.0,93.0,50.0
LAGUNA HILLS HIGH SCHOOL,Laguna Hills,Orange,79.0,50.0,24.0
LAHAINALUNA HIGH SCHOOL,Lahaina,HI,9.0,8.0,0.0
LAHORE AMERICAN SCHOOL,nan,nan,5.0,0.0,0.0
LAHORE GRAMMAR SCH INTRNTNL,nan,nan,0.0,0.0,0.0
LAHORE GRAMMAR SCHL ISLAMABAD,nan,nan,0.0,0.0,0.0
LAHORE GRAMMAR SCHOOL 1-A-,nan,nan,0.0,0.0,0.0
LAHORE GRAMMAR SCHOOL DEFENCE,nan,nan,18.0,11.0,0.0
LAHORE GRAMMAR SCHOOL,nan,nan,0.0,0.0,0.0
LAHORE GRAMMAR SENIOR SCHOOL,nan,nan,0.0,0.0,0.0
LAKE ARROWHEAD CHRISTIAN SCH,Twin Peaks,San Bernardino,0.0,0.0,0.0
LAKE BALBOA COLLEGE PREP K-,Van Nuys,Los Angeles,22.0,15.0,10.0
LAKE BELTON HIGH SCHOOL,Temple,TX,0.0,0.0,0.0
LAKE BRADDOCK SECONDARY SCHOOL,Burke,VA,10.0,3.0,0.0
LAKE BRANTLEY HIGH SCHOOL,Altamonte Springs,FL,5.0,4.0,0.0
LAKE BUENA VISTA HIGH SCHOOL,Orlando,FL,6.0,6.0,0.0
LAKE CENTRAL HIGH SCHOOL,Saint John,IN,0.0,0.0,0.0
LAKE CITY HIGH SCHOOL,Coeur D Alene,ID,0.0,0.0,0.0
LAKE COUNTY HIGH SCHOOL,Leadville,CO,0.0,0.0,0.0
LAKE CREEK HIGH SCHOOL,Montgomery,TX,0.0,0.0,0.0
LAKE FOREST ACADEMY,Lake Forest,IL,42.0,31.0,4.0
LAKE FOREST HIGH SCHOOL,Lake Forest,IL,23.0,14.0,3.0
LAKE HAVASU HIGH SCHOOL,Lake Havasu City,AZ,0.0,0.0,0.0
LAKE HIGHLAND PREPARATORY SCHO,Orlando,FL,31.0,19.0,0.0
LAKE HIGHLANDS HIGH SCHOOL,Dallas,TX,6.0,0.0,0.0
LAKE HOWELL HIGH SCHOOL,Winter Park,FL,0.0,0.0,0.0
LAKE MARY HIGH SCHOOL,Lake Mary,FL,0.0,0.0,0.0
LAKE MARY PREPARATORY SCHOOL,Lake Mary,FL,0.0,0.0,0.0
LAKE MEAD CHRISTIAN ACADEMY,Henderson,NV,0.0,0.0,0.0
LAKE NONA HIGH SCHOOL,Orlando,FL,13.0,5.0,0.0
LAKE NORMAN CHARTER,Huntersville,NC,0.0,0.0,0.0
LAKE NORMAN HIGH SCHOOL,Mooresville,NC,0.0,0.0,0.0
LAKE ORION HIGH SCHOOL,Lake Orion,MI,0.0,0.0,0.0
LAKE OSWEGO HIGH SCHOOL,Lake Oswego,OR,62.0,33.0,8.0
LAKE PARK HS-DISTRICT ,Roselle,IL,7.0,5.0,0.0
LAKE PLACID CENTRAL SCHOOL,Lake Placid,NY,0.0,0.0,0.0
LAKE REGION HIGH SCHOOL,Eagle Lake,FL,0.0,0.0,0.0
LAKE RIDGE ACADEMY,North Ridgeville,OH,0.0,0.0,0.0
LAKE STEVENS HIGH SCHOOL,Lake Stevens,WA,13.0,7.0,0.0
LAKE TAHOE PREPARATORY SCHOOL,Olympic Valley,Placer,0.0,0.0,0.0
LAKE TAYLOR HIGH SCHOOL,Norfolk,VA,0.0,0.0,0.0
LAKE TRAVIS HIGH SCHOOL,Austin,TX,48.0,25.0,4.0
LAKE VIEW CHARTER SCHOOL,Orland,Glenn,0.0,0.0,0.0
LAKE VIEW HIGH SCHOOL,Chicago,IL,0.0,0.0,0.0
LAKE WALES HIGH SCHOOL,Lake Wales,FL,0.0,0.0,0.0
LAKE WASHINGTON HIGH SCHOOL,Kirkland,WA,126.0,95.0,14.0
LAKE WORTH COMMUNITY HIGH SCHOOL,Lake Worth,FL,0.0,0.0,0.0
LAKE WORTH HIGH SCHOOL,Fort Worth,TX,0.0,0.0,0.0
LAKE ZURICH SENIOR HIGH SCHOOL,Lake Zurich,IL,6.0,0.0,0.0
LAKE-LEHMAN HIGH SCHOOL,Dallas,PA,0.0,0.0,0.0
LAKEFIELD COLLEGE SCHOOL,nan,nan,8.0,3.0,0.0
LAKEHILL PREPARATORY SCHOOL,Dallas,TX,5.0,3.0,0.0
LAKELAND HIGH SCHOOL,Lakeland,FL,0.0,0.0,0.0
LAKELAND UNION HIGH SCHOOL,Minocqua,WI,0.0,0.0,0.0
LAKENHEATH HIGH SCHOOL,nan,nan,0.0,0.0,0.0
LAKERIDGE HIGH SCHOOL,Lake Oswego,OR,44.0,27.0,6.0
LAKES HIGH SCHOOL,Lakewood,WA,0.0,0.0,0.0
LAKES INTERNATIONAL LANGUAGE A,Forest Lake,MN,0.0,0.0,0.0
LAKESHORE HIGH SCHOOL,Mandeville,LA,0.0,0.0,0.0
LAKESIDE HIGH SCHOOL,Atlanta,GA,9.0,6.0,0.0
LAKESIDE HIGH SCHOOL,Evans,GA,0.0,0.0,0.0
LAKESIDE HIGH SCHOOL,Hot Sprgs Nat pk,AR,0.0,0.0,0.0
LAKESIDE HIGH SCHOOL,Lake Elsinore,Riverside,49.0,40.0,26.0
LAKESIDE LUTHERAN HIGH SCHOOL,Lake Mills,WI,0.0,0.0,0.0
LAKESIDE SCHOOL,Seattle,WA,71.0,37.0,4.0
LAKEVIEW ACADEMY,Gainesville,GA,0.0,0.0,0.0
LAKEVIEW CENTENNIAL HS,Garland,TX,0.0,0.0,0.0
LAKEVIEW FORT OGLETHORPE HS,Fort Oglethorpe,GA,0.0,0.0,0.0
LAKEVIEW HIGH SCHOOL,Battle Creek,MI,0.0,0.0,0.0
LAKEVIEW LEADERSHIP ACADEMY,Victorville,San Bernardino,8.0,4.0,0.0
LAKEVIEW TECHNOLOGY ACADEMY,Kenosha,WI,0.0,0.0,0.0
LAKEVILLE NORTH HIGH SCHOOL,Lakeville,MN,0.0,0.0,0.0
LAKEVILLE SOUTH HIGH SCHOOL,Lakeville,MN,6.0,0.0,0.0
LAKEWOOD HIGH SCHOOL,Saint Petersburg,FL,0.0,0.0,0.0
